Hours_Studied,Attendance(%),Previous_Scores,Parental_Education_Level,Gender,Exam_Score
25,99,77,High School,Male,97
27,73,97,High School,Female,67
22,95,85,College,Male,71
16,94,56,College,Female,66
26,98,97,Postgraduate,Male,72
20,92,58,Postgraduate,Female,70
24,86,88,High School,Male,69
7,94,57,Postgraduate,Female,66
23,63,100,Postgraduate,Female,69
16,79,67,College,Male,65
30,100,75,College,Female,75
24,91,73,Postgraduate,Male,70
21,98,55,High School,Male,70
23,91,75,High School,Male,69
14,95,57,College,Female,68
30,88,90,College,Male,73
32,90,98,College,Male,74
22,81,90,College,Female,66
30,97,72,High School,Female,74
17,93,50,High School,Male,67
15,94,52,College,Female,67
20,87,75,College,Female,70
23,72,84,High School,Male,67
18,61,91,College,Female,80
23,97,80,College,Male,70
22,83,99,High School,Female,71
14,72,75,College,Male,64
23,66,80,College,Female,68
25,93,62,High School,Male,68
21,93,67,High School,Female,69
27,93,84,Postgraduate,Male,72
13,86,80,College,Male,65
23,75,68,High School,Male,64
13,72,56,Postgraduate,Female,64
13,60,67,High School,Male,58
16,93,52,High School,Male,69
14,63,79,High School,Male,61
17,85,66,College,Female,68
19,80,69,College,Male,66
25,81,79,College,Female,68
18,97,79,College,Male,70
10,61,79,College,Male,62
27,91,75,High School,Male,71
15,62,74,Postgraduate,Female,61
20,62,91,College,Male,64
23,77,73,College,Male,65
21,63,77,High School,Male,63
27,92,99,High School,Female,74
23,81,59,College,Male,68
15,61,86,High School,Female,65
33,62,74,College,Male,66
21,85,92,High School,Male,69
19,92,70,College,Male,69
26,78,65,College,Female,70
21,82,60,High School,Female,70
22,92,94,High School,Male,71
35,84,86,High School,Female,72
18,69,54,High School,Male,61
18,85,86,High School,Female,68
21,85,52,High School,Male,66
26,89,59,High School,Male,70
11,85,80,College,Female,63
8,99,73,High School,Female,68
16,68,92,College,Male,62
10,98,80,College,Male,69
17,82,98,High School,Male,69
23,87,93,Postgraduate,Female,72
15,64,67,High School,Male,64
11,75,92,College,Female,63
20,91,93,Postgraduate,Male,70
25,88,98,Postgraduate,Male,69
10,62,51,High School,Male,61
25,82,94,High School,Male,70
25,64,53,College,Male,64
26,100,76,Postgraduate,Male,76
27,96,71,College,Female,73
33,61,96,High School,Male,67
18,94,70,College,Female,69
21,97,80,College,Male,72
18,74,85,College,Female,66
20,89,51,Postgraduate,Female,70
29,78,80,Postgraduate,Female,73
12,86,76,Postgraduate,Female,68
15,74,80,Postgraduate,Male,66
28,73,54,High School,Female,67
26,77,53,High School,Female,67
18,66,59,High School,Male,62
25,93,93,College,Male,72
22,74,68,High School,Male,65
29,76,72,High School,Male,69
20,96,70,High School,Male,69
26,80,86,College,Male,69
36,82,63,High School,Male,69
24,98,53,High School,Female,69
20,95,69,High School,Male,70
24,67,86,Postgraduate,Female,67
18,79,96,Postgraduate,Male,69
34,99,53,College,Male,75
21,75,91,High School,Male,66
18,75,53,High School,Male,63
15,68,67,Postgraduate,Male,64
27,65,51,Postgraduate,Female,66
25,90,96,College,Male,72
17,91,85,College,Female,71
23,99,68,High School,Male,70
11,91,69,College,Male,67
21,70,82,High School,Female,65
23,62,54,High School,Male,65
30,99,57,Postgraduate,Male,73
15,74,92,Postgraduate,Male,66
12,72,60,Postgraduate,Male,62
15,96,86,High School,Male,71
12,83,61,High School,Male,66
28,69,54,College,Male,65
29,96,95,High School,Female,75
22,100,95,College,Male,74
27,63,80,High School,Male,65
21,94,73,Postgraduate,Female,71
19,76,78,Postgraduate,Female,65
18,81,70,College,Male,65
18,97,88,High School,Female,67
11,99,88,High School,Male,67
22,70,91,High School,Male,66
20,69,76,High School,Female,67
24,63,90,Postgraduate,Female,66
21,82,58,High School,Male,65
19,61,52,High School,Female,59
15,76,82,High School,Female,69
20,63,55,High School,Male,63
24,76,78,High School,Male,65
13,62,86,High School,Male,61
21,93,70,Postgraduate,Female,68
21,68,52,College,Male,65
16,73,94,College,Female,61
16,95,52,Postgraduate,Male,69
21,90,95,College,Male,72
13,69,53,High School,Female,59
22,63,87,College,Female,63
15,89,96,High School,Male,69
26,76,95,Postgraduate,Male,67
34,91,95,College,Male,70
15,78,94,Postgraduate,Male,67
23,74,76,College,Male,66
16,78,78,High School,Female,68
26,90,81,Postgraduate,Male,71
12,96,95,High School,Male,69
23,62,92,,Male,65
15,81,89,Postgraduate,Female,66
19,61,84,High School,Male,66
14,79,81,High School,Female,67
25,95,96,Postgraduate,Male,74
15,74,60,High School,Male,66
23,97,60,College,Male,72
18,85,99,College,Male,69
19,97,78,High School,Female,68
21,90,74,High School,Male,71
15,64,93,High School,Female,61
21,69,92,High School,Male,65
29,76,59,Postgraduate,Male,71
15,67,59,High School,Male,59
27,80,90,Postgraduate,Female,71
29,79,89,Postgraduate,Female,72
15,98,61,College,Female,71
11,77,92,High School,Male,61
22,91,74,College,Female,67
17,98,73,College,Male,67
31,95,99,High School,Female,74
20,68,76,High School,Female,66
15,80,57,High School,Male,63
13,74,64,High School,Male,63
27,76,67,High School,Female,68
17,74,98,High School,Female,65
20,93,63,High School,Male,66
26,78,72,High School,Female,67
17,81,87,College,Female,67
20,99,64,High School,Male,70
20,62,85,High School,Male,65
24,80,60,High School,Female,68
24,91,62,College,Male,70
19,66,99,College,Male,66
20,84,68,Postgraduate,Male,69
18,70,86,High School,Female,65
11,95,92,Postgraduate,Female,68
22,73,67,High School,Male,65
31,73,68,High School,Female,70
15,84,89,High School,Female,65
15,67,80,College,Male,67
15,71,68,College,Female,64
24,77,87,Postgraduate,Female,68
23,74,93,High School,Female,70
19,81,62,High School,Female,64
14,84,51,High School,Male,67
21,83,64,High School,Male,68
11,86,84,High School,Male,67
21,72,96,College,Female,66
25,65,93,College,Female,66
12,90,61,High School,Male,66
11,94,94,College,Male,67
29,70,91,College,Male,69
16,76,87,College,Female,65
27,80,84,College,Male,68
19,81,90,High School,Female,67
19,86,93,College,Male,69
23,62,91,High School,Male,64
15,89,56,College,Male,67
21,62,86,High School,Female,67
18,79,92,College,Male,67
12,93,59,High School,Female,67
22,78,61,College,Male,68
18,66,89,High School,Male,65
19,99,67,College,Male,70
13,96,70,College,Female,68
30,91,69,High School,Female,72
25,76,61,Postgraduate,Male,67
26,67,97,High School,Female,66
18,98,90,High School,Male,68
10,81,63,,Male,64
32,94,55,High School,Male,75
20,74,69,College,Female,66
16,73,71,Postgraduate,Male,67
23,99,50,High School,Male,71
27,81,94,College,Male,68
20,66,93,High School,Male,65
28,69,93,College,Male,67
26,79,90,College,Male,66
14,62,87,High School,Male,60
16,79,82,Postgraduate,Female,64
26,77,98,Postgraduate,Male,69
4,91,86,College,Male,64
19,74,82,High School,Male,66
11,99,89,College,Male,72
17,67,62,High School,Female,60
18,84,98,High School,Male,69
18,64,51,High School,Female,62
17,89,82,College,Female,70
13,100,54,High School,Female,65
34,93,93,High School,Male,77
31,82,98,High School,Male,71
13,79,70,High School,Female,66
29,93,93,Postgraduate,Female,74
18,97,67,High School,Male,70
21,100,58,High School,Male,69
20,76,64,College,Male,64
16,100,65,College,Female,69
26,66,82,High School,Female,68
21,70,90,High School,Male,63
17,64,60,High School,Male,61
12,71,54,College,Male,61
15,91,61,High School,Male,65
10,94,65,High School,Female,65
20,91,64,High School,Female,69
13,85,61,High School,Female,69
18,81,73,High School,Male,65
28,88,93,Postgraduate,Female,72
27,76,55,High School,Female,69
20,94,93,College,Female,71
19,87,75,High School,Female,67
31,88,83,High School,Male,72
23,81,91,High School,Female,70
18,95,65,High School,Female,68
11,70,98,Postgraduate,Female,66
22,75,54,High School,Male,68
25,91,76,College,Female,71
16,80,63,,Male,63
22,96,70,College,Male,70
18,74,72,College,Male,65
19,75,96,High School,Female,70
5,96,72,High School,Male,65
19,79,85,High School,Male,68
26,81,98,High School,Female,69
16,73,75,High School,Female,66
20,71,70,High School,Female,62
15,86,99,High School,Male,70
22,65,91,College,Female,65
19,95,97,Postgraduate,Male,71
14,91,70,Postgraduate,Male,68
28,68,85,Postgraduate,Male,65
26,88,62,High School,Female,70
16,84,93,High School,Male,69
23,67,97,College,Male,66
23,71,63,,Male,66
24,76,55,High School,Male,67
10,88,60,High School,Female,63
26,86,82,High School,Female,70
17,81,64,High School,Male,65
18,91,82,High School,Male,70
36,90,68,High School,Male,74
22,85,96,,Female,69
18,91,73,College,Male,68
7,73,75,College,Male,64
28,95,67,High School,Male,73
12,85,54,College,Male,66
14,93,75,High School,Male,65
18,82,89,College,Male,66
28,69,98,High School,Male,67
25,82,54,High School,Male,67
19,75,90,Postgraduate,Female,66
22,88,63,Postgraduate,Male,69
16,79,91,Postgraduate,Male,69
21,93,67,College,Female,68
20,87,56,College,Female,64
26,87,81,High School,Male,70
26,69,95,Postgraduate,Female,67
23,99,59,High School,Male,68
18,94,51,College,Female,67
24,92,94,Postgraduate,Female,73
19,73,85,High School,Male,65
14,81,90,Postgraduate,Male,69
18,65,53,Postgraduate,Male,63
21,82,95,High School,Female,68
25,66,71,High School,Female,64
19,82,95,Postgraduate,Female,68
13,86,53,High School,Male,66
20,76,94,High School,Male,65
21,80,84,Postgraduate,Female,69
21,95,78,High School,Male,69
26,64,53,College,Male,64
26,92,84,Postgraduate,Male,74
16,67,80,High School,Female,64
16,61,86,High School,Female,63
14,67,86,College,Female,64
24,91,72,High School,Male,71
29,76,60,High School,Female,68
18,95,96,College,Female,72
19,81,96,Postgraduate,Male,67
29,61,61,High School,Male,64
23,89,82,College,Male,70
23,64,60,College,Female,65
13,92,93,College,Male,69
24,67,55,College,Male,65
14,74,100,College,Male,66
13,90,81,High School,Female,67
18,98,51,College,Male,68
16,75,94,High School,Male,65
19,93,84,College,Male,68
11,68,85,College,Male,63
26,92,64,High School,Male,71
27,86,67,College,Male,71
8,68,96,Postgraduate,Female,65
26,72,82,Postgraduate,Female,65
15,65,51,High School,Female,61
25,75,66,High School,Male,68
20,68,80,College,Female,65
20,86,57,High School,Male,66
19,100,55,High School,Male,69
27,60,53,High School,Female,65
13,82,82,High School,Female,65
24,83,66,Postgraduate,Male,70
27,97,69,High School,Female,70
24,80,53,High School,Female,67
34,82,87,High School,Female,75
17,79,88,High School,Female,65
26,71,91,High School,Female,66
19,62,83,College,Male,67
27,76,89,Postgraduate,Male,67
20,62,79,High School,Female,62
18,82,75,College,Male,66
28,72,63,,Male,66
17,81,53,High School,Male,64
12,65,65,High School,Male,60
17,97,84,Postgraduate,Female,70
24,96,96,College,Female,72
28,68,63,College,Male,67
21,74,83,High School,Female,67
28,85,74,Postgraduate,Female,72
12,64,81,High School,Male,63
17,74,50,High School,Female,60
18,70,56,High School,Male,65
19,97,61,Postgraduate,Male,72
21,94,95,High School,Male,70
24,83,52,College,Female,71
17,81,78,College,Male,66
21,97,96,College,Female,72
20,97,83,Postgraduate,Female,73
14,99,74,College,Male,71
19,65,69,College,Male,64
19,66,81,College,Male,66
19,87,74,College,Male,69
20,82,85,Postgraduate,Female,66
20,61,81,High School,Male,63
17,62,78,High School,Male,62
28,96,98,High School,Male,98
13,95,92,College,Female,71
16,74,80,Postgraduate,Female,66
37,96,77,High School,Female,75
14,84,86,High School,Female,68
12,92,90,High School,Male,69
24,77,65,High School,Male,68
8,65,83,High School,Female,60
19,77,57,High School,Female,64
33,78,72,High School,Male,71
11,82,97,College,Male,69
8,64,66,College,Male,60
11,100,58,College,Female,70
25,70,57,High School,Male,66
27,68,70,Postgraduate,Male,68
17,81,61,College,Female,67
24,81,71,College,Male,70
28,78,86,College,Male,69
31,91,94,High School,Male,75
19,81,56,High School,Male,65
6,84,88,Postgraduate,Male,65
15,89,55,Postgraduate,Male,66
17,61,69,High School,Male,64
18,83,100,High School,Female,66
19,95,53,High School,Female,70
27,61,51,College,Male,63
28,76,67,College,Male,66
19,97,98,College,Female,71
27,74,51,High School,Male,68
22,78,61,High School,Male,68
20,99,80,Postgraduate,Male,71
25,68,62,College,Female,63
20,63,53,High School,Male,60
32,94,53,High School,Female,73
11,95,78,High School,Female,68
17,79,78,High School,Female,70
19,81,85,High School,Male,66
23,93,57,Postgraduate,Female,72
28,90,75,High School,Male,70
20,71,80,High School,Male,68
11,61,61,Postgraduate,Male,60
25,79,77,High School,Male,68
25,94,85,College,Female,74
8,96,100,High School,Male,68
20,98,80,College,Male,72
10,95,93,High School,Male,69
16,83,92,Postgraduate,Female,98
15,78,97,Postgraduate,Male,68
25,91,86,High School,Female,70
21,90,61,Postgraduate,Female,69
12,82,65,High School,Female,64
25,63,89,High School,Male,65
11,97,76,High School,Female,69
22,78,63,High School,Male,67
15,75,83,High School,Female,65
18,85,95,College,Female,70
23,87,68,College,Male,68
23,68,80,High School,Female,65
28,93,79,Postgraduate,Male,74
20,72,56,High School,Male,65
22,67,55,High School,Male,65
17,76,94,High School,Female,68
21,89,97,Postgraduate,Female,68
23,99,95,High School,Female,74
19,92,70,,Female,71
9,98,64,High School,Male,67
22,66,97,High School,Female,64
22,63,94,High School,Male,61
16,82,91,High School,Female,66
12,72,67,High School,Female,61
29,93,82,High School,Male,73
23,87,88,High School,Male,70
19,99,79,Postgraduate,Male,70
13,70,80,College,Female,63
15,79,88,Postgraduate,Male,69
28,80,88,High School,Male,72
21,70,62,,Female,66
17,84,70,High School,Male,68
23,78,89,High School,Male,67
15,78,63,Postgraduate,Female,65
29,75,96,High School,Male,68
28,61,92,College,Female,68
17,81,95,High School,Male,69
16,73,65,College,Male,66
4,60,55,Postgraduate,Male,58
11,72,55,College,Male,60
12,71,78,College,Female,67
21,76,65,High School,Female,65
18,65,63,High School,Male,62
12,80,61,High School,Male,65
18,88,78,College,Male,69
23,85,77,College,Male,70
23,92,71,High School,Male,70
9,78,57,High School,Female,63
19,81,96,Postgraduate,Male,69
12,92,71,High School,Male,64
25,77,56,Postgraduate,Male,69
25,88,52,High School,Male,70
15,77,58,College,Female,64
15,77,65,Postgraduate,Male,65
17,90,82,College,Male,70
6,67,99,College,Male,60
22,74,64,High School,Female,68
18,69,89,High School,Male,61
26,74,96,High School,Female,68
13,69,70,High School,Male,61
16,83,63,High School,Female,64
11,92,75,High School,Female,66
14,91,95,High School,Male,70
13,75,51,High School,Female,65
26,100,74,High School,Female,74
16,84,88,High School,Male,66
21,76,80,College,Male,65
18,93,75,College,Female,69
12,89,78,Postgraduate,Female,69
19,90,81,High School,Female,69
24,68,84,High School,Female,66
13,79,68,High School,Female,63
25,94,76,High School,Female,69
15,80,64,High School,Male,65
17,87,99,High School,Male,67
23,84,59,Postgraduate,Female,66
16,94,58,College,Male,67
20,71,63,College,Male,65
18,83,96,Postgraduate,Female,69
21,65,83,High School,Male,65
6,88,73,College,Male,67
9,89,96,High School,Male,66
24,62,95,College,Female,64
26,87,70,High School,Female,70
15,77,78,High School,Male,65
19,65,95,College,Male,65
22,77,66,College,Male,64
24,68,70,College,Male,64
8,77,90,High School,Male,61
15,75,85,High School,Male,65
18,90,52,High School,Male,68
24,91,56,College,Male,70
35,84,92,High School,Male,74
19,61,51,High School,Female,60
12,97,96,Postgraduate,Female,71
22,87,64,High School,Female,70
28,61,80,Postgraduate,Female,67
21,93,78,High School,Male,68
15,68,70,High School,Female,64
26,83,52,High School,Male,67
24,79,60,Postgraduate,Female,65
14,77,81,College,Female,66
22,96,72,College,Female,72
26,77,71,High School,Female,69
27,63,55,Postgraduate,Female,65
20,98,67,High School,Female,71
18,97,76,High School,Male,72
27,87,54,High School,Female,70
13,79,53,College,Male,63
23,64,75,,Female,66
12,92,78,College,Male,67
26,63,63,Postgraduate,Male,67
18,63,66,College,Female,62
28,81,90,High School,Male,72
23,66,93,High School,Female,69
13,60,66,College,Male,61
29,77,68,High School,Female,67
29,65,92,High School,Female,66
25,66,99,College,Female,68
15,63,66,College,Male,62
18,68,89,College,Male,63
21,89,74,High School,Female,70
16,92,63,College,Male,68
30,78,84,College,Male,71
21,80,73,High School,Female,65
4,61,63,High School,Male,59
